vin,perc_days,avg_daily_max,avg_daily_mean,overall_max,overall_mean,mean_day_length_g,mean_day_length_r_g,mean_drive_length_r_g,mean_drive_length_g
ZHWEF4ZF0MLA16765,0.06642066420664207,240.71360730593608,85.29223744292237,308,85.29223744292237,5367.416666666667,3774.4444444444443,1698.5,2800.391304347826
ZHWEF4ZF0MLA16927,0.19343065693430658,159.95042016806724,39.120521892967716,249,39.120521892967716,5257.625,3399.653846153846,1329.187969924812,2369.6338028169016
ZHWEF4ZF0MLA16958,0.11808118081180811,187.32570654123649,71.09762028142066,287,71.09762028142066,6634.523809523809,4990.8387096774195,1445.943925233645,3096.1111111111113
ZHWEF4ZF0MLA17172,0.22692307692307692,141.97662267708054,54.59956908160517,196,54.59956908160517,4820.875,2123.406779661017,596.5761904761905,2337.3939393939395
ZHWEF4ZF0MLA17186,0.1969111969111969,188.7197834861237,78.89509089202465,265,78.89509089202465,5801.04347826087,3847.74,1394.108695652174,3102.8837209302324
ZHWEF4ZF0MLA17267,0.3306122448979592,86.83572361960928,38.945171124216735,175.419,38.945171124216735,1375.6,256.5925925925926,124.45508982035928,1146.3333333333333
ZHWEF4ZF0MLA17334,0.2742616033755274,166.00449893508133,59.66579588688778,214.043,59.66579588688778,5055.9607843137255,4815.296875,1446.849765258216,1882.14598540146
ZHWEF4ZF0MLA17348,0.15319148936170213,144.75132232729604,66.50296521878506,202,66.50296521878506,6970.375,2538.6666666666665,923.1515151515151,4646.916666666667
ZHWEF4ZF0MLA17480,0.2304147465437788,98.64972607530015,28.50268096514745,175,28.50268096514745,3779.5151515151515,2751.88,1066.6201550387598,1861.55223880597
ZHWEF4ZF0MLA17527,0.07960199004975124,99.09395973154362,28.776845637583893,151,28.776845637583893,2768,380.6875,152.275,2768
ZHWEF4ZF0NLA18114,0.25,155.8797512227678,61.63779026743576,194.731,61.63779026743576,6601.7,4630.677419354839,1577.4835164835165,3070.5581395348836
ZHWEF4ZF0NLA18422,0.125,133.5667701863354,48.868012422360245,168,48.86801242236025,1445.5,783,261,1445.5
ZHWEF4ZF0NLA18467,0.3,136.5303659742829,47.45736894164194,176,47.45736894164194,3608.875,2199,540.7377049180328,1110.423076923077
ZHWEF4ZF0NLA18677,0.2692307692307692,104.26158940397352,48.37417218543046,147,48.37417218543046,NA,372.42857142857144,104.28,NA
ZHWEF4ZF0NLA18761,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZHWEF4ZF0NLA18775,0.2777777777777778,109.68847352024922,52.27881619937695,120,52.27881619937695,2700,674.8,259.53846153846155,2700
ZHWEF4ZF1LLA11380,0.2692307692307692,93.37578027465668,51.26466916354556,121,51.26466916354557,2424.5,460,314.7368421052632,1616.3333333333333
ZHWEF4ZF1LLA11475,0.2922077922077922,237.2382767565129,63.13966392240893,320,63.13966392240893,8146.575757575758,6886.727272727273,1463.8454106280194,2221.793388429752
ZHWEF4ZF1LLA12397,0.19161676646706588,213.6317385732593,81.82366510038445,281,81.82366510038445,8695.23076923077,4966.612903225807,1790.2906976744187,5382.761904761905
ZHWEF4ZF1LLA12416,0.4085603112840467,180.46523025539562,60.85778076273802,305,60.85778076273802,4506.507936507936,3634.660194174757,1155.462962962963,2134.6616541353383
ZHWEF4ZF1LLA12867,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZHWEF4ZF1LLA13338,0.24271844660194175,213.3104863306161,73.1834969223091,285,73.1834969223091,8317.1,4846.24,1553.2820512820513,3465.4583333333335
ZHWEF4ZF1LLA13484,0.6385542168674698,206.37128037128036,82.14857714857715,331,82.14857714857715,9675.3,9409.405660377359,1670.6817420435511,3583.4444444444443
ZHWEF4ZF1LLA13663,0.3873239436619718,231.41546036020873,74.7534505975425,332,74.7534505975425,7851.21875,5767.518518518518,1476.047393364929,2854.9886363636365
ZHWEF4ZF1LLA14795,0.24175824175824176,189.4732442308655,61.040947089152525,264,61.040947089152525,7500.615384615385,5828.227272727273,1687.1184210526317,3362.344827586207
ZHWEF4ZF1MLA16094,0.07407407407407407,174.99507146377525,72.64933464760966,194,72.64933464760966,3771.75,4274.75,1899.888888888889,3017.4
ZHWEF4ZF1MLA16323,0.125,166.72867159370855,77.444911881751,210,77.444911881751,6841,5767.058823529412,2021.4432989690722,4370.638888888889
ZHWEF4ZF1MLA16645,0.16,167.67530103165225,65.32246318949822,242,65.32246318949822,5495.7307692307695,4723.340909090909,1586.4656488549617,2551.589285714286
ZHWEF4ZF1MLA16659,0.09183673469387756,179.41330911492736,49.572490092470275,260,49.572490092470275,5713.076923076923,4915.388888888889,1320.55223880597,1811.4634146341464
ZHWEF4ZF1MLA16712,0.21978021978021978,204.4570507655117,70.13028203062046,263,70.13028203062046,2675.627450980392,3050.366666666667,1076.6,1392.4183673469388
ZHWEF4ZF1MLA16726,0.0989010989010989,153.66620639971183,68.94578855736327,186,68.94578855736327,6313.666666666667,3696.5185185185187,1188.1666666666667,3030.56
ZHWEF4ZF1MLA16807,0.06756756756756757,59.633266533066134,18.589178356713425,110,18.589178356713425,742.5,325.2857142857143,130.11428571428573,742.5
ZHWEF4ZF1MLA16855,0.23722627737226276,200.3864729651722,71.42993553973446,344,71.42993553973446,5734.242424242424,4205.3015873015875,1255.6113744075828,2742.463768115942
ZHWEF4ZF1MLA16886,0.1678832116788321,193.9357020533135,76.52187375668149,334,76.52187375668149,8905.79411764706,7764.666666666667,2773.095238095238,3832.8734177215188
ZHWEF4ZF1MLA17021,0.3037037037037037,159.34289167953798,66.71566718151904,207,66.71566718151904,4420.25,3449.061728395062,889.7261146496816,1906.7745098039215
ZHWEF4ZF1MLA17164,0.25,153.97739739776952,68.57355354883896,207.605,68.57355354883896,4828.1,4028.765625,1031.364,2122.2417582417584
ZHWEF4ZF1MLA17388,0.25327510917030566,187.2932736501339,74.52699732224931,262,74.52699732224931,4493.619047619048,2623.1724137931033,962.9367088607595,2696.1714285714284
ZHWEF4ZF1MLA17486,0.37037037037037035,251.52314758560354,76.63780407786338,319,76.63780407786338,6368.103896103896,7916.987341772152,1294.910973084886,1802.735294117647
ZHWEF4ZF1MLA17908,0.6428571428571429,222.1292115847876,70.67412607231228,332,70.67412607231228,7928.881355932203,5996.535353535353,1168.6161417322835,2501.6256684491977
ZHWEF4ZF1NLA18543,0.23809523809523808,107.8942013859649,44.9938753508772,128.748,44.9938753508772,NA,172.7,86.35,NA
ZHWEF4ZF1NLA18557,0.36585365853658536,125.02625061911837,51.13174839029222,161,51.13174839029222,2693.3333333333335,915.4666666666667,334.9268292682927,2020
ZHWEF4ZF2LLA12327,0.19004524886877827,154.75810728125637,74.88843565164186,198,74.88843565164186,6155.5,662.5365853658536,308.6818181818182,6155.5
ZHWEF4ZF2LLA13106,0.23648648648648649,210.08058907752095,64.24994886479853,296,64.24994886479853,5017,887.1428571428571,403.24675324675326,3583.5714285714284
ZHWEF4ZF2LLA13123,0.30337078651685395,233.99498700119133,86.8449141081725,325.087,86.8449141081725,8301.307692307691,5128.115384615385,1449.25,3372.40625
ZHWEF4ZF2LLA13154,0.31666666666666665,248.0742101517634,69.50396372242358,304,69.50396372242358,6685.9,7166.315789473684,1745.6410256410256,2513.496240601504
ZHWEF4ZF2LLA13168,0.08235294117647059,120.27937121588089,43.77814908188586,133.576,43.77814908188586,23.99047619047619,27.01904761904762,11.125490196078431,11.195555555555556
ZHWEF4ZF2LLA13364,0.07777777777777778,244.87710660859685,87.31357697405794,314,87.31357697405794,13564.25,8954.714285714286,3482.3888888888887,6782.125
ZHWEF4ZF2LLA13400,0.2962962962962963,211.37226068547233,50.60817073868513,275,50.60817073868513,6647.5625,7675.125,1574.3846153846155,2473.5116279069766
ZHWEF4ZF2LLA14207,0.2222222222222222,197.42971595047342,47.2428987618354,299,47.2428987618354,2031.5,3526.6666666666665,705.3333333333334,1625.2
ZHWEF4ZF2LLA14496,0.21739130434782608,174.4080776870448,65.93871845802987,217,65.93871845802987,3983.6,4143.3,1076.1818181818182,1867.3125
ZHWEF4ZF2LLA15308,0.1989247311827957,144.759766385464,53.525048669695,216,53.525048669695,3235.5666666666666,2818.054054054054,939.3513513513514,1448.7611940298507
ZHWEF4ZF2LLA15311,0.3333333333333333,172.66729559748427,55.91367924528302,241,55.91367924528302,7855,7976,1994,4909.375
ZHWEF4ZF2LLA15454,0.10416666666666667,175.1401334604385,50.850810295519544,197,50.850810295519544,2811,2404.2,1335.6666666666667,2248.8
ZHWEF4ZF2LLA15647,0.19186046511627908,227.31114173645713,69.50492950280929,301,69.50492950280929,3788.285714285714,3723.9375,1727.0434782608695,2466.7906976744184
ZHWEF4ZF2MLA16654,0.39114391143911437,216.09749770098253,68.25632834809545,337,68.25632834809545,7607.449275362319,6376.647619047619,1282.6590038314175,2364.4774774774774
ZHWEF4ZF2MLA16671,0.3722627737226277,165.60521643694116,53.66115755834598,297,53.66115755834598,1579.896551724138,1930.97,526.149863760218,619.1486486486486
ZHWEF4ZF2MLA16685,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZHWEF4ZF2MLA16704,0.15719063545150502,171.91781777927517,64.6754825046927,221,64.6754825046927,6269.636363636364,5828.6,1796.486301369863,3134.818181818182
ZHWEF4ZF2MLA16752,0.1717557251908397,129.57343760718942,57.31889277629142,161,57.31889277629142,4542.444444444444,4106.954545454545,848.3849765258216,2114.5862068965516
ZHWEF4ZF2MLA16878,0.2536764705882353,136.3226610025867,39.254237317014756,194.731,39.254237317014756,3344.659090909091,2378.31884057971,739.2072072072073,1186.8145161290322
ZHWEF4ZF2MLA16914,0.13553113553113552,144.40965898946618,49.57373683270845,232,49.57373683270845,6778.285714285715,2029.0857142857142,797.9550561797753,2259.4285714285716
ZHWEF4ZF2MLA17075,0.24175824175824176,165.26824635322407,77.91865686799974,265.542,77.91865686799974,4652.866666666667,2909.630769230769,1074.5795454545455,2969.9148936170213
ZHWEF4ZF2MLA17223,0.5217391304347826,186.17693338978268,56.20937411797912,270,56.20937411797912,3196.309734513274,3072.5692307692307,1416.4326241134752,1984.521978021978
ZHWEF4ZF2MLA17271,0.45454545454545453,126.6963906581741,50.40339702760085,187,50.403397027600846,2300.8,2706.8,1503.7777777777778,2300.8
ZHWEF4ZF2MLA17352,0.21904761904761905,114.6194132163422,28.754044420071292,191,28.754044420071292,1824,710.2173913043479,235.0359712230216,1072.9411764705883
ZHWEF4ZF2MLA17660,0.44041450777202074,182.50977443609023,72.73448753462604,275,72.73448753462604,7103.451612903225,4062.940476190476,980.7097701149426,2474.2359550561796
ZHWEF4ZF2MLA17741,0.26704545454545453,169.4215167568144,78.29934679362032,226.918,78.29934679362032,6161.757575757576,5092.36170212766,1564.3202614379086,2990.264705882353
ZHWEF4ZF2MLA17822,0.4397590361445783,174.2815364891996,64.73101763382599,265,64.73101763382599,6526.342857142857,3902.4246575342468,884.7111801242236,1887.7851239669421
ZHWEF4ZF2NLA17966,0.2808219178082192,182.93291614518148,66.47025448477264,262,66.47025448477264,10372.666666666666,2048.8,625.587786259542,2593.1666666666665
ZHWEF4ZF2NLA18213,0.19718309859154928,60.97309711286089,25.624015748031496,74,25.624015748031496,2763.25,977.8461538461538,423.73333333333335,1381.625
ZHWEF4ZF2NLA18440,0.1951219512195122,139.10115606936415,44.96820809248555,165,44.96820809248555,1667,403,176.3125,1667
ZHWEF4ZF3KLA10018,0.17484662576687116,188.97787344350323,78.74591491922418,283,78.74591491922418,4588.888888888889,2795.9821428571427,760.0728155339806,1685.7142857142858
ZHWEF4ZF3LLA10506,0.08791208791208792,220.44642857142858,105.46428571428571,510,105.46428571428571,310.6666666666667,486.2857142857143,261.84615384615387,310.6666666666667
ZHWEF4ZF3LLA10649,0.08868501529051988,122.08090857893748,48.22620611976723,164,48.22620611976723,4702.714285714285,1539.607142857143,879.7755102040817,3291.9
ZHWEF4ZF3LLA13101,0.11206896551724138,179.88541042540444,63.44622528460156,231,63.44622528460156,2782.5,3227,1173.4545454545455,1669.5
ZHWEF4ZF3LLA13227,0.3111111111111111,169.78841774878455,72.04240260939135,235,72.04240260939135,11725,4004.5714285714284,1121.28,4509.615384615385
ZHWEF4ZF3LLA13793,0.49193548387096775,148.51761570043635,61.62453515616603,190,61.62453515616603,6929.529411764706,4844.8,1236.9702127659575,2617.822222222222
ZHWEF4ZF3LLA13843,0.03333333333333333,129,75.61876075731497,129,75.61876075731497,121.68333333333334,135.53333333333333,45.17777777777778,60.84166666666667
ZHWEF4ZF3LLA14572,0.2891566265060241,171.79572432575918,54.91454929496708,236.574,54.91454929496708,3444.153846153846,2737.6666666666665,842.3589743589744,1243.7222222222222
ZHWEF4ZF3MLA16291,0.2757352941176471,203.83001243344916,60.91462364905793,279,60.91462364905793,3885.2954545454545,2873.675675675676,770.4782608695652,1473.7327586206898
ZHWEF4ZF3MLA16646,0.7323420074349443,209.40180585634363,67.21799426998737,324,67.21799426998737,6355.603174603175,5831.591836734694,1159.2210953346855,2426.6848484848483
ZHWEF4ZF3MLA16694,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZHWEF4ZF3MLA16727,0.145985401459854,160.69543635279786,51.43262107736489,220.48,51.43262107736489,3773.705882352941,1923.4473684210527,761.3645833333334,2138.4333333333334
ZHWEF4ZF3MLA16775,0.34798534798534797,186.4834996402765,69.8203415809065,285,69.8203415809065,4885.295454545455,4614.126315789474,1446.6732673267327,2791.5974025974024
ZHWEF4ZF3MLA16792,0.3029197080291971,174.80521225846144,71.77035649664495,246.23,71.77035649664495,5696.982456140351,4925.743902439024,1512.7752808988764,2775.4529914529912
ZHWEF4ZF3MLA16985,0.13186813186813187,181.7441439811884,66.27073347200869,238,66.27073347200869,6634.2,4381.916666666667,967.7852760736197,2457.1111111111113
ZHWEF4ZF3MLA17019,0.50187265917603,176.83480996004025,63.18519207277303,278.417,63.18519207277303,9172.350877192983,4965.804511278196,1060.115569823435,2431.739534883721
ZHWEF4ZF3MLA17103,0.1925925925925926,217.49313571178735,87.30023609653725,326,87.30023609653725,4307,2833.596153846154,779.6137566137567,1679
ZHWEF4ZF3MLA17134,0.10943396226415095,165.41741209130166,78.77436767427514,234,78.77436767427514,4864.153846153846,2747.2758620689656,1189.1194029850747,3328.1052631578946
ZHWEF4ZF3MLA17263,0.6265060240963856,197.47877364261421,80.93180650370697,263,80.93180650370697,3140.669117647059,3202.8129032258066,1159.8971962616822,1570.3345588235295
ZHWEF4ZF3MLA17392,0.7807017543859649,158.53484273853573,66.16452368146324,262.323,66.16452368146324,4558.561904761905,3923.774011299435,947.487039563438,1697.336879432624
ZHWEF4ZF3MLA17425,0.18303571428571427,235.72673754198843,83.7838764414586,316,83.7838764414586,5016.541666666667,4753.025,1195.7295597484276,2315.326923076923
ZHWEF4ZF3MLA17523,0.32701421800947866,200.0478471564641,78.94797526875732,272,78.9479752687573,7011,1956.264705882353,525.794466403162,1302.0428571428572
ZHWEF4ZF3MLA17540,0.10628019323671498,153.74846957667333,75.1976431968032,189.903,75.1976431968032,7832.777777777777,3966.090909090909,1246.4857142857143,4405.9375
ZHWEF4ZF3MLA17554,0.13526570048309178,137.5297274093153,44.02103455677184,185,44.02103455677184,2859.1428571428573,1018.4285714285714,347.7560975609756,1819.4545454545455
ZHWEF4ZF3MLA17604,0.235,64.07090103397341,26.195716395864107,127,26.195716395864107,1434,265,112.87037037037037,1434
ZHWEF4ZF3MLA17697,0.18085106382978725,88.91025221094006,33.264002620373404,168,33.264002620373404,1297.875,708.7272727272727,193.28925619834712,1038.3
ZHWEF4ZF3MLA17778,0.42196531791907516,159.5409027839282,52.895846249225045,284,52.895846249225045,5640.681818181818,3295.125,823.78125,1699.9315068493152
ZHWEF4ZF3NLA18169,0.16853932584269662,154.2732502396932,48.05177372962608,226,48.05177372962608,2108,468.4,195.16666666666666,2108
ZHWEF4ZF3NLA18284,0.3783783783783784,149.0590888987174,47.975674480318446,185,47.975674480318446,3480.4736842105262,3440.3928571428573,963.31,1836.9166666666667
ZHWEF4ZF3NLA18477,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZHWEF4ZF3NLA18723,0.5238095238095238,119.68776371308017,47.721518987341774,160,47.721518987341774,2395,762.1,401.10526315789474,2395
ZHWEF4ZF4LLA10509,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZHWEF4ZF4LLA11759,0.07720588235294118,169.5078105790925,81.85674483830535,300,81.85674483830535,1121.5555555555557,1559.1,358.41379310344826,348.0689655172414
ZHWEF4ZF4LLA12927,0.17857142857142858,217.17577287066246,95.88138801261829,256,95.8813880126183,6399.6,5466.875,2301.842105263158,4571.142857142857
ZHWEF4ZF4LLA13107,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZHWEF4ZF4LLA13172,0.16759776536312848,201.72930394937814,67.10700414575605,277,67.10700414575605,5463.45,4747.866666666667,1217.4017094017095,2541.139534883721
ZHWEF4ZF4LLA13205,0.7456140350877193,186.3725418892836,85.71374024448237,282,85.71374024448237,8096.6,5450.023529411765,1095.1583924349882,3373.5833333333335
ZHWEF4ZF4LLA13396,0.3118279569892473,123.45737407562439,47.31903167294544,163,47.31903167294544,2928.923076923077,3130.3571428571427,850.9708737864078,1136.597014925373
ZHWEF4ZF4LLA13642,0.1791044776119403,127.04186475754962,46.275372462467644,157.716,46.275372462467644,5196.6,6025.25,1475.5714285714287,3056.823529411765
ZHWEF4ZF4LLA14046,0.041666666666666664,190.62173913043478,82.59391304347827,206,82.59391304347827,6831.5,3912.75,1565.1,4554.333333333333
ZHWEF4ZF4LLA14113,0.42857142857142855,41.65034965034965,13.055944055944057,54,13.055944055944057,676,445,222.5,676
ZHWEF4ZF4LLA14368,0.12962962962962962,87.57413793103449,28.09367816091954,116,28.09367816091954,3161,2233,625.24,1149.4545454545455
ZHWEF4ZF4LLA15052,0.3116883116883117,252.279665587918,86.64441747572815,286,86.64441747572816,7863,4296.739130434783,874.5575221238938,1965.75
ZHWEF4ZF4LLA15231,0.37254901960784315,91.38342967244701,33.24876900021409,140,33.24876900021409,4627.263157894737,5309.105263157895,1029.3163265306123,1238.281690140845
ZHWEF4ZF4LLA15570,0.2807017543859649,138.58165796344647,55.69667101827676,199,55.69667101827676,4952.714285714285,3282.09375,1235.6117647058823,2390.9655172413795
ZHWEF4ZF4MLA16655,0.20802919708029197,233.70170164937136,71.39645032281673,305,71.39645032281673,6219.59375,4400.892857142857,1202.1951219512196,2803.1971830985917
ZHWEF4ZF4MLA16672,0.31983805668016196,129.87561975275997,32.098201890659084,213,32.098201890659084,2614.597014925373,2722.1645569620255,884.9835390946502,1208.1241379310345
ZHWEF4ZF4MLA16705,0.2074074074074074,214.60691444651536,77.85515111647115,306,77.85515111647115,6511.085106382979,5943.127272727273,1684.9072164948454,2428.7380952380954
ZHWEF4ZF4MLA16719,0.10305343511450382,219.86471084845925,91.73142676234698,267,91.73142676234698,5632.555555555556,4239.740740740741,1761.123076923077,3168.3125
ZHWEF4ZF4MLA16722,0.3978102189781022,201.19710258824577,71.28355044150683,284,71.28355044150683,10028.46875,7932.2037037037035,1406.696223316913,2985.218604651163
ZHWEF4ZF4MLA16736,0.17424242424242425,145.37543481861852,43.37112804373033,264,43.37112804373033,2310.12,2189.717391304348,667.066225165563,1203.1875
ZHWEF4ZF4MLA16753,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZHWEF4ZF4MLA16820,0.01107011070110701,9.555555555555555,3.6666666666666665,11,3.6666666666666665,1,16,16,1
ZHWEF4ZF4MLA16896,0.24087591240875914,151.81626470982144,64.63746977503502,220.48,64.63746977503502,3609.923076923077,2460.9848484848485,912.5,1804.9615384615386
ZHWEF4ZF4MLA17112,0.3895131086142322,185.98086971542082,70.21801183227534,292,70.21801183227534,7276.846153846154,3155.0873786407765,947.4460641399417,2489.4473684210525
ZHWEF4ZF4MLA17126,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZHWEF4ZF4MLA17143,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZHWEF4ZF4MLA17157,0.3916349809885932,190.58793821144627,72.40973386730849,308,72.40973386730849,3687.285714285714,3013.2450980392155,828.4393530997305,1433.9444444444443
ZHWEF4ZF4MLA17207,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZHWEF4ZF4MLA17286,0.30638297872340425,195.73195737415713,74.63869696304427,283.245,74.63869696304427,5476.666666666667,3343.549295774648,1014.4957264957264,1941.7272727272727
ZHWEF4ZF4MLA17448,0.36036036036036034,203.26285410764874,53.25223087818697,292,53.25223087818697,4623.316666666667,4710.225,1170.2422360248447,2150.3798449612405
ZHWEF4ZF4MLA17501,0.6139534883720931,203.49055702887253,48.11818814609424,300,48.11818814609424,10541.260869565218,10227.374045801527,1144.138343296328,1560.160875160875
ZHWEF4ZF4NLA17970,0.273972602739726,177.99960925289153,60.409112222569554,280,60.409112222569554,2655.8076923076924,2032,738.9090909090909,1211.421052631579
ZHWEF4ZF4NLA18150,0.2111111111111111,132.63034903893274,64.54068267356385,146.45,64.54068267356385,3493.75,1037.842105263158,365.1666666666667,2795
ZHWEF4ZF4NLA18181,0.6818181818181818,254.28156696460837,74.14395162261788,330,74.14395162261788,5783.931818181818,5253.25,1260.78,2086.0081967213114
ZHWEF4ZF4NLA18746,0.25,151.0594601570681,44.564500392670155,167.372,44.564500392670155,NA,478.5,159.5,NA
ZHWEF4ZF4NLA18777,0.3333333333333333,90.60059171597634,39.562130177514796,115,39.562130177514796,NA,146.16666666666666,54.8125,NA
ZHWEF4ZF5LLA12824,0.5,175.64605292417167,59.24434067155882,245,59.24434067155882,4178.370967741936,4822.28125,1229.585657370518,1497.4508670520231
ZHWEF4ZF5LLA13682,0.10204081632653061,212.1987105687313,75.25535344232098,237,75.25535344232098,10536,6689.6,1393.6666666666667,1915.6363636363637
ZHWEF4ZF5LLA13892,0.07042253521126761,136.61616847826087,54.78940217391304,172,54.78940217391305,87.80833333333334,46.26,21.027272727272727,43.90416666666667
ZHWEF4ZF5LLA14251,0.3157894736842105,196.57546771235522,57.37031602895753,260.714,57.37031602895753,2119.4,1995.5882352941176,869.8717948717949,935.0294117647059
ZHWEF4ZF5LLA14380,0.2845528455284553,194.40767673995816,74.77350529962611,220,74.77350529962611,8095.888888888889,5015.2,1475.0588235294117,3469.6666666666665
ZHWEF4ZF5LLA15173,0.12318840579710146,246.09284214210712,104.21740462023101,294,104.21740462023101,11402,8278.529411764706,2100.5223880597014,3167.222222222222
ZHWEF4ZF5LLA15223,0.05263157894736842,116.41158989598812,53.774145616641896,132,53.7741456166419,3169,1402.3333333333333,350.5833333333333,1584.5
ZHWEF4ZF5LLA15464,0.3583815028901734,247.75709368163686,87.46884249131385,336,87.46884249131386,7409.333333333333,6315.032258064516,1812.648148148148,3310.553191489362
ZHWEF4ZF5LLA15481,0.13541666666666666,79.289972899729,41.53387533875339,108,41.53387533875339,815.5,188.58333333333334,119.10526315789474,815.5
ZHWEF4ZF5LLA15528,0.22289156626506024,234.37578042527522,92.49879354546826,308,92.49879354546826,9551.828571428572,10680.945945945947,2395.121212121212,3519.0947368421052
ZHWEF4ZF5MLA15868,0.11564625850340136,138.24365678868875,49.35977145070695,168,49.35977145070695,4440.333333333333,3336.1176470588234,1318.9302325581396,2220.1666666666665
ZHWEF4ZF5MLA16308,0.10948905109489052,198.39597922919347,85.22385784383783,260,85.22385784383783,6570.866666666667,4939.035714285715,1317.0761904761905,2898.9117647058824
ZHWEF4ZF5MLA16356,0.09352517985611511,237.7652048192771,90.1615421686747,277,90.1615421686747,6156.1,2881.48,1000.5138888888889,2052.0333333333333
ZHWEF4ZF5MLA16647,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZHWEF4ZF5MLA16664,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZHWEF4ZF5MLA16678,0.09090909090909091,175.19503635788809,74.26765728738539,206,74.26765728738539,9924,12810.933333333332,2260.752941176471,3755.027027027027
ZHWEF4ZF5MLA16681,0.18859649122807018,210.90025040721562,81.90773831230399,278,81.90773831230399,8171.8,6713.761904761905,2540.3423423423424,4643.068181818182
ZHWEF4ZF5MLA16728,0.13125,199.95748199519872,62.74121098959723,284,62.74121098959723,4303.227272727273,2801.475,889.3571428571429,1856.2941176470588
ZHWEF4ZF5MLA16762,0.27007299270072993,170.50259059705624,52.0272596578186,244.62,52.0272596578186,3536.0140845070423,3597.189189189189,1243.8878504672898,1451.1965317919075
ZHWEF4ZF5MLA17121,0.20676691729323307,155.57800670819358,45.68351701006229,289,45.68351701006229,3702.259259259259,2645.090909090909,845.8139534883721,1694.2542372881355
ZHWEF4ZF5MLA17300,0.17045454545454544,142.2486388384755,57.056838805477646,180,57.056838805477646,5964.583333333333,6320.466666666666,1504.873015873016,2168.939393939394
ZHWEF4ZF5MLA17457,0.2081447963800905,95.26299522337736,35.920202304017984,163,35.920202304017984,2379.1666666666665,655.195652173913,255.41525423728814,2039.2857142857142
ZHWEF4ZF5MLA17474,0.14285714285714285,189.93469174503656,60.91692789968652,224,60.91692789968652,2813.375,1585.9032258064517,712.5072463768116,1323.9411764705883
ZHWEF4ZF5MLA17491,0.13488372093023257,202.86157605375686,76.88100183262065,263,76.88100183262065,4158.1,1931.5357142857142,711.6184210526316,2445.9411764705883
ZHWEF4ZF5MLA17524,0.1848341232227488,123.37289663461539,42.62800480769231,224,42.62800480769231,3729.6666666666665,733.2105263157895,232.18333333333334,3729.6666666666665
ZHWEF4ZF5MLA17619,0.18274111675126903,47.013798111837325,19.493100944081338,131,19.493100944081338,690,336.1666666666667,121.02,690
ZHWEF4ZF5MLA17880,0.08125,198.3282412537597,91.39449105588096,260,91.39449105588096,5180.833333333333,5987.5,1995.8333333333333,3272.1052631578946
ZHWEF4ZF5NLA17914,0.5870967741935483,137.11193588362406,54.04286643920854,180.247,54.04286643920854,2986.6153846153848,2972.7555555555555,1053.3385826771653,1659.2307692307693
ZHWEF4ZF5NLA18142,0.3333333333333333,147.98788228036557,56.55430155291863,207.605,56.55430155291863,5119.176470588235,3501.344827586207,1318.6883116883116,3347.153846153846
ZHWEF4ZF5NLA18173,0.13636363636363635,162.07759649820932,71.28054118583367,199,71.28054118583367,9987.666666666666,2925.9166666666665,975.3055555555555,4280.428571428572
ZHWEF4ZF5NLA18190,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZHWEF4ZF5NLA18271,0.23684210526315788,114.02715105162524,44.36826003824092,148,44.36826003824092,2062.4,882.9411764705883,306.3265306122449,2062.4
ZHWEF4ZF6LLA11424,0.1115702479338843,50.264968152866246,17.119745222929936,108,17.119745222929936,946.5,285.15384615384613,145.37254901960785,631
ZHWEF4ZF6LLA12850,0.25555555555555554,144.08853494526724,70.8435389136234,173.809,70.8435389136234,4278.071428571428,3076.6363636363635,953.3239436619718,2852.0476190476193
ZHWEF4ZF6LLA13092,0.3888888888888889,157.46614608390846,56.391978864511444,180.247,56.391978864511444,7640.888888888889,6632.607142857143,1875.888888888889,3274.6666666666665
ZHWEF4ZF6LLA13111,0.4114285714285714,212.61388506959486,76.53353549432128,335,76.53353549432128,10217.882352941177,4873.549295774648,1400.8987854251013,3340.4615384615386
ZHWEF4ZF6LLA13870,0.15789473684210525,100.98496240601504,33.30751879699248,115,33.30751879699248,6371,7040,1408,3185.5
ZHWEF4ZF6LLA15490,0.02564102564102564,61.074074074074076,22.548148148148147,90,22.548148148148147,NA,5.25,5.25,NA
ZHWEF4ZF6MLA15846,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZHWEF4ZF6MLA15863,0.4666666666666667,208.58519831597607,68.48171947706625,250,68.48171947706625,4825.6,4054.1428571428573,1182.4583333333333,2412.8
ZHWEF4ZF6MLA16009,0.05263157894736842,192,135.05534779356768,192,135.05534779356768,184.65,184.65,92.325,92.325
